fid,name,system,sign,price,horizon,window,slice,n,n_eff,ic,lo,hi,signed_ic,sign_ok,ci_excludes_0,status
T107,Top-trader position long/short ratio,tactical,1,bv,7,dev,full,546,78.0,-0.0538,-0.2007,0.09,-0.0538,False,False,ok
T107,Top-trader position long/short ratio,tactical,1,bv,7,dev,ex_2020-03_2022-01,52,7.4,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,7,dev,ex_2017,546,78.0,-0.0538,-0.2051,0.1,-0.0538,False,False,ok
T107,Top-trader position long/short ratio,tactical,1,bv,7,dev,since_2022,59,8.4,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,7,holdout,full,1323,189.0,-0.1091,-0.1939,-0.0196,-0.1091,False,True,ok
T107,Top-trader position long/short ratio,tactical,1,bv,30,dev,full,535,17.8,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,30,dev,ex_2020-03_2022-01,41,1.4,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,30,dev,ex_2017,535,17.8,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,30,dev,since_2022,48,1.6,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,30,holdout,full,1300,43.3,-0.2131,-0.36,-0.0322,-0.2131,False,True,ok
T107,Top-trader position long/short ratio,tactical,1,bv,90,dev,full,535,5.9,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,90,dev,ex_2020-03_2022-01,41,0.5,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,90,dev,ex_2017,535,5.9,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,90,dev,since_2022,48,0.5,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,180,dev,full,535,3.0,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,180,dev,ex_2020-03_2022-01,41,0.2,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,180,dev,ex_2017,535,3.0,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,180,dev,since_2022,48,0.3,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,365,dev,full,487,1.3,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,365,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,365,dev,ex_2017,487,1.3,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
T107,Top-trader position long/short ratio,tactical,1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,1,dev,full,647,647.0,0.0744,0.0241,0.1288,0.0744,True,True,ok
T108,DVOL level,tactical,1,bv,1,dev,ex_2020-03_2022-01,333,333.0,0.0831,0.0295,0.1746,0.0831,True,True,ok
T108,DVOL level,tactical,1,bv,1,dev,ex_2017,647,647.0,0.0744,0.0197,0.1384,0.0744,True,True,ok
T108,DVOL level,tactical,1,bv,1,dev,since_2022,364,364.0,0.0977,0.0356,0.1696,0.0977,True,True,ok
T108,DVOL level,tactical,1,bv,1,holdout,full,1329,1329.0,0.0313,0.0002,0.0652,0.0313,True,True,ok
T108,DVOL level,tactical,1,bv,7,dev,full,641,91.6,0.1362,0.0202,0.2645,0.1362,True,True,ok
T108,DVOL level,tactical,1,bv,7,dev,ex_2020-03_2022-01,327,46.7,0.2131,0.0895,0.3707,0.2131,True,True,ok
T108,DVOL level,tactical,1,bv,7,dev,ex_2017,641,91.6,0.1362,0.0187,0.2625,0.1362,True,True,ok
T108,DVOL level,tactical,1,bv,7,dev,since_2022,358,51.1,0.248,0.1213,0.3789,0.248,True,True,ok
T108,DVOL level,tactical,1,bv,7,holdout,full,1323,189.0,0.0843,-0.0026,0.1825,0.0843,True,False,ok
T108,DVOL level,tactical,1,bv,30,dev,full,618,20.6,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,30,dev,ex_2020-03_2022-01,304,10.1,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,30,dev,ex_2017,618,20.6,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,30,holdout,full,1300,43.3,0.077,-0.1214,0.2529,0.077,True,False,ok
T108,DVOL level,tactical,1,bv,90,dev,full,558,6.2,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,90,dev,ex_2020-03_2022-01,244,2.7,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,90,dev,ex_2017,558,6.2,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,180,dev,full,468,2.6,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,180,dev,ex_2020-03_2022-01,154,0.9,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,180,dev,ex_2017,468,2.6,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,365,dev,full,283,0.8,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,365,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,365,dev,ex_2017,283,0.8,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
T108,DVOL level,tactical,1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,1,dev,full,640,640.0,0.0897,0.0269,0.1538,-0.0897,False,True,ok
T109,DVOL 7d change,tactical,-1,bv,1,dev,ex_2020-03_2022-01,333,333.0,0.0307,-0.0413,0.1021,-0.0307,False,False,ok
T109,DVOL 7d change,tactical,-1,bv,1,dev,ex_2017,640,640.0,0.0897,0.0262,0.1569,-0.0897,False,True,ok
T109,DVOL 7d change,tactical,-1,bv,1,dev,since_2022,364,364.0,0.0677,-0.0124,0.1452,-0.0677,False,False,ok
T109,DVOL 7d change,tactical,-1,bv,1,holdout,full,1329,1329.0,0.0229,-0.0245,0.0675,-0.0229,False,False,ok
T109,DVOL 7d change,tactical,-1,bv,7,dev,full,634,90.6,0.0619,-0.07,0.1837,-0.0619,False,False,ok
T109,DVOL 7d change,tactical,-1,bv,7,dev,ex_2020-03_2022-01,327,46.7,-0.0226,-0.1793,0.1411,0.0226,True,False,ok
T109,DVOL 7d change,tactical,-1,bv,7,dev,ex_2017,634,90.6,0.0619,-0.0624,0.1951,-0.0619,False,False,ok
T109,DVOL 7d change,tactical,-1,bv,7,dev,since_2022,358,51.1,0.0453,-0.119,0.2079,-0.0453,False,False,ok
T109,DVOL 7d change,tactical,-1,bv,7,holdout,full,1323,189.0,0.0705,-0.0102,0.1431,-0.0705,False,False,ok
T109,DVOL 7d change,tactical,-1,bv,30,dev,full,611,20.4,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,30,dev,ex_2020-03_2022-01,304,10.1,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,30,dev,ex_2017,611,20.4,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,30,holdout,full,1300,43.3,0.0325,-0.0709,0.1304,-0.0325,False,False,ok
T109,DVOL 7d change,tactical,-1,bv,90,dev,full,551,6.1,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,90,dev,ex_2020-03_2022-01,244,2.7,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,90,dev,ex_2017,551,6.1,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,180,dev,full,461,2.6,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,180,dev,ex_2020-03_2022-01,154,0.9,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,180,dev,ex_2017,461,2.6,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,365,dev,full,276,0.8,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,365,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,365,dev,ex_2017,276,0.8,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
T109,DVOL 7d change,tactical,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,1,dev,full,1962,1962.0,0.0406,0.0016,0.075,0.0406,True,True,ok
T110,Coinbase premium 3d mean,tactical,1,bv,1,dev,ex_2020-03_2022-01,1259,1259.0,0.0764,0.0286,0.1188,0.0764,True,True,ok
T110,Coinbase premium 3d mean,tactical,1,bv,1,dev,ex_2017,1825,1825.0,0.029,-0.0126,0.0651,0.029,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,1,dev,since_2022,364,364.0,0.0406,-0.0398,0.128,0.0406,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,1,holdout,full,1329,1329.0,0.0378,-0.0064,0.0809,0.0378,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,7,dev,full,1956,279.4,0.0833,0.0011,0.155,0.0833,True,True,ok
T110,Coinbase premium 3d mean,tactical,1,bv,7,dev,ex_2020-03_2022-01,1247,178.1,0.1254,0.0244,0.2353,0.1254,True,True,ok
T110,Coinbase premium 3d mean,tactical,1,bv,7,dev,ex_2017,1819,259.9,0.0485,-0.0216,0.1279,0.0485,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,7,dev,since_2022,358,51.1,0.002,-0.1346,0.144,0.002,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,7,holdout,full,1323,189.0,0.0152,-0.0566,0.0868,0.0152,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,30,dev,full,1933,64.4,0.1173,0.0249,0.2153,0.1173,True,True,ok
T110,Coinbase premium 3d mean,tactical,1,bv,30,dev,ex_2020-03_2022-01,1201,40.0,0.1544,-0.0182,0.2912,0.1544,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,30,dev,ex_2017,1796,59.9,0.0758,-0.0103,0.1551,0.0758,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,30,holdout,full,1300,43.3,0.0779,0.0075,0.1552,0.0779,True,True,ok
T110,Coinbase premium 3d mean,tactical,1,bv,90,dev,full,1873,20.8,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,90,dev,ex_2020-03_2022-01,1081,12.0,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,180,dev,full,1783,9.9,0.1744,-0.002,0.2925,0.1744,True,False,ok
T110,Coinbase premium 3d mean,tactical,1,bv,180,dev,ex_2020-03_2022-01,901,5.0,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,180,dev,ex_2017,1646,9.1,0.1899,0.0468,0.2698,0.1899,True,True,ok
T110,Coinbase premium 3d mean,tactical,1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,365,dev,full,1598,4.4,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,365,dev,ex_2020-03_2022-01,562,1.5,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
T110,Coinbase premium 3d mean,tactical,1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,1,dev,full,1920,1920.0,-0.0249,-0.058,0.0147,0.0249,True,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,1,dev,ex_2020-03_2022-01,1217,1217.0,-0.0016,-0.0415,0.0518,0.0016,True,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,1,dev,ex_2017,1825,1825.0,-0.0332,-0.0642,0.0012,0.0332,True,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,1,dev,since_2022,364,364.0,0.0329,-0.027,0.1149,-0.0329,False,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,1,holdout,full,1329,1329.0,0.0117,-0.0284,0.0548,-0.0117,False,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,7,dev,full,1914,273.4,-0.1189,-0.2067,-0.0366,0.1189,True,True,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,7,dev,ex_2020-03_2022-01,1205,172.1,-0.0697,-0.1826,0.0419,0.0697,True,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,7,dev,ex_2017,1819,259.9,-0.1512,-0.2371,-0.0521,0.1512,True,True,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,7,dev,since_2022,358,51.1,0.0124,-0.141,0.2118,-0.0124,False,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,7,holdout,full,1323,189.0,0.029,-0.0737,0.1278,-0.029,False,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,30,dev,full,1891,63.0,-0.2128,-0.353,-0.024,0.2128,True,True,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,30,dev,ex_2020-03_2022-01,1159,38.6,-0.1531,-0.3422,0.0477,0.1531,True,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,30,dev,ex_2017,1796,59.9,-0.2353,-0.3797,-0.0866,0.2353,True,True,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,30,holdout,full,1300,43.3,-0.0719,-0.2512,0.1044,0.0719,True,False,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,90,dev,full,1831,20.3,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,90,dev,ex_2020-03_2022-01,1039,11.5,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,180,dev,full,1741,9.7,-0.4644,-0.5933,-0.1782,0.4644,True,True,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,180,dev,ex_2020-03_2022-01,859,4.8,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,180,dev,ex_2017,1646,9.1,-0.458,-0.5842,-0.2104,0.458,True,True,ok
T111,Kimchi premium 3d mean,tactical,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,365,dev,full,1556,4.3,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,365,dev,ex_2020-03_2022-01,520,1.4,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
T111,Kimchi premium 3d mean,tactical,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,1,dev,full,1160,1160.0,0.0385,-0.0095,0.0743,-0.0385,False,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,1,dev,ex_2020-03_2022-01,457,457.0,0.0463,-0.0132,0.1034,-0.0463,False,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,1,dev,ex_2017,1160,1160.0,0.0385,-0.0016,0.0792,-0.0385,False,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,1,dev,since_2022,364,364.0,-0.0124,-0.0876,0.0556,0.0124,True,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,1,holdout,full,1329,1329.0,-0.0182,-0.0628,0.0227,0.0182,True,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,7,dev,full,1154,164.9,0.0783,-0.011,0.169,-0.0783,False,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,7,dev,ex_2020-03_2022-01,445,63.6,0.1215,-0.0209,0.266,-0.1215,False,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,7,dev,ex_2017,1154,164.9,0.0783,-0.0051,0.1574,-0.0783,False,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,7,dev,since_2022,358,51.1,-0.0413,-0.1847,0.1176,0.0413,True,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,7,holdout,full,1323,189.0,-0.0265,-0.106,0.0648,0.0265,True,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,30,dev,full,1131,37.7,0.0305,-0.0938,0.1424,-0.0305,False,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,30,dev,ex_2020-03_2022-01,399,13.3,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,30,dev,ex_2017,1131,37.7,0.0305,-0.0744,0.1313,-0.0305,False,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,30,holdout,full,1300,43.3,-0.0686,-0.1658,0.0375,0.0686,True,False,ok
T112,Bitfinex OI 7d change,tactical,-1,bv,90,dev,full,1071,11.9,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,90,dev,ex_2020-03_2022-01,279,3.1,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,90,dev,ex_2017,1071,11.9,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,180,dev,full,981,5.5,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,180,dev,ex_2020-03_2022-01,154,0.9,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,180,dev,ex_2017,981,5.5,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,365,dev,full,796,2.2,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,365,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,365,dev,ex_2017,796,2.2,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
T112,Bitfinex OI 7d change,tactical,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,1,dev,full,1962,1962.0,-0.0404,-0.0783,0.0002,0.0404,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,1,dev,ex_2020-03_2022-01,1259,1259.0,-0.0634,-0.1123,-0.0204,0.0634,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,1,dev,ex_2017,1825,1825.0,-0.0366,-0.0823,0.0048,0.0366,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,1,dev,since_2022,364,364.0,-0.0356,-0.1052,0.0332,0.0356,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,1,holdout,full,1329,1329.0,-0.0053,-0.0481,0.0357,0.0053,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,7,dev,full,1956,279.4,-0.1539,-0.241,-0.0588,0.1539,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,7,dev,ex_2020-03_2022-01,1247,178.1,-0.2075,-0.3171,-0.0893,0.2075,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,7,dev,ex_2017,1819,259.9,-0.1463,-0.2486,-0.0553,0.1463,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,7,dev,since_2022,358,51.1,-0.1254,-0.2785,0.0494,0.1254,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,7,holdout,full,1323,189.0,-0.0521,-0.1645,0.0526,0.0521,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,30,dev,full,1933,64.4,-0.2242,-0.3724,-0.038,0.2242,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,30,dev,ex_2020-03_2022-01,1201,40.0,-0.2613,-0.4447,-0.0656,0.2613,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,30,dev,ex_2017,1796,59.9,-0.222,-0.3763,-0.072,0.222,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,30,holdout,full,1300,43.3,-0.1456,-0.3209,0.0469,0.1456,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,90,dev,full,1873,20.8,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,90,dev,ex_2020-03_2022-01,1081,12.0,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,180,dev,full,1783,9.9,-0.1049,-0.3899,0.0932,0.1049,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,180,dev,ex_2020-03_2022-01,901,5.0,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,180,dev,ex_2017,1646,9.1,-0.0744,-0.4088,0.1126,0.0744,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,365,dev,full,1598,4.4,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,365,dev,ex_2020-03_2022-01,562,1.5,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,1,dev,full,2393,2393.0,-0.0242,-0.0554,0.0091,0.0242,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,1,dev,ex_2020-03_2022-01,1690,1690.0,-0.0283,-0.0738,0.0158,0.0283,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,1,dev,ex_2017,2027,2027.0,-0.0209,-0.0609,0.015,0.0209,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,1,dev,since_2022,364,364.0,-0.0372,-0.0943,0.0183,0.0372,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,1,holdout,full,1329,1329.0,-0.0078,-0.0473,0.0359,0.0078,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,7,dev,full,2387,341.0,-0.1382,-0.2123,-0.0557,0.1382,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,7,dev,ex_2020-03_2022-01,1678,239.7,-0.157,-0.2487,-0.066,0.157,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,7,dev,ex_2017,2015,287.9,-0.1093,-0.1952,-0.0248,0.1093,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,7,dev,since_2022,358,51.1,-0.1284,-0.2928,0.0649,0.1284,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,7,holdout,full,1323,189.0,-0.0511,-0.1575,0.0527,0.0511,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,30,dev,full,2364,78.8,-0.2145,-0.3632,-0.0744,0.2145,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,30,dev,ex_2020-03_2022-01,1632,54.4,-0.2189,-0.3807,-0.041,0.2189,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,30,dev,ex_2017,1969,65.6,-0.1799,-0.3252,-0.05,0.1799,True,True,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,30,holdout,full,1300,43.3,-0.1456,-0.3148,0.0507,0.1456,True,False,ok
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,90,dev,full,2304,25.6,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,90,dev,ex_2020-03_2022-01,1512,16.8,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,90,dev,ex_2017,1849,20.5,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
R101,Funding 30d mean (BitMEX XBTUSD),regime,-1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
